City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
465,Acajutla,SV,13.5928,-89.8275,95.34,58,2,10.09,clear sky
466,Bereda,ES,43.2686,-7.5406,52.0,88,49,3.29,scattered clouds
467,Asfi,MA,32.2994,-9.2372,62.74,72,100,11.41,overcast clouds
468,Cockburn Town,TC,21.4612,-71.1419,75.16,76,25,24.29,scattered clouds
469,Padang,ID,-0.9492,100.3543,75.25,92,100,3.06,overcast clouds
470,Wahiawa,US,21.5028,-158.0236,71.8,65,0,5.64,clear sky
471,Loreto,MX,22.2667,-101.9667,70.95,21,5,19.71,clear sky
472,Zhucheng,CN,35.9947,119.3975,28.26,51,100,5.01,overcast clouds
473,College,US,64.8569,-147.8028,-0.74,65,75,8.05,broken clouds
474,Svobodnyy,RU,51.4,128.1333,-10.05,90,13,9.8,few clouds
475,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,88,40,12.64,scattered clouds
476,Taoudenni,ML,22.6783,-3.9836,70.59,16,88,11.12,overcast clouds
477,Andenes,NO,69.3143,16.1194,21.18,63,0,23.02,clear sky
478,Yuzhno-Kurilsk,RU,44.0306,145.8556,22.91,69,98,13.65,overcast clouds
479,Akyab,MM,20.15,92.9,65.64,69,3,5.97,clear sky
480,Palhoca,BR,-27.802,-48.6591,89.06,62,20,20.71,few clouds
481,Klichka,RU,50.4457,117.996,-24.03,96,30,4.18,scattered clouds
482,Bunesti,RO,46.8333,27.9667,29.84,70,6,14.83,clear sky
483,Wamba,NG,8.9333,8.6,77.81,16,12,0.56,few clouds
484,Tilichiki,RU,60.4667,166.1,3.54,82,100,10.8,overcast clouds
485,Nanortalik,GL,60.1432,-45.2371,28.71,77,100,15.55,light snow
486,Sabha,LY,27.0377,14.4283,53.01,42,0,5.41,clear sky
487,Talcahuano,CL,-36.7167,-73.1167,63.72,79,58,13.6,broken clouds
488,Surgut,RU,61.25,73.4167,23.18,85,100,8.99,snow
489,Shu,KZ,43.5983,73.7614,31.23,86,12,3.96,few clouds
490,San Quintin,MX,30.4833,-115.95,60.44,45,0,8.61,clear sky
491,Touba,CI,8.2833,-7.6833,79.68,10,0,2.37,clear sky
492,Sharanga,RU,57.1775,46.5396,4.3,100,100,2.8,overcast clouds
493,Agadez,NE,19.75,10.25,57.34,18,0,7.72,clear sky
494,Pucallpa,PE,-8.3791,-74.5539,84.24,70,75,5.75,broken clouds
495,Brenham,US,30.1669,-96.3977,36.82,79,100,14.97,snow
496,Evensk,RU,61.95,159.2333,16.56,41,62,24.61,broken clouds
497,Roanoke Rapids,US,36.4615,-77.6542,69.44,82,100,6.91,overcast clouds
498,Lishu,CN,43.3047,124.3278,3.56,67,0,7.72,clear sky
499,Tokonou,GN,9.65,-9.7833,79.43,11,2,4.25,clear sky
500,Zirgan,RU,53.2222,55.9185,29.3,88,100,13.49,overcast clouds
501,Matalom,PH,10.2831,124.7878,77.83,83,100,6.93,overcast clouds
502,Inongo,CD,-1.95,18.2667,73.58,85,100,5.12,overcast clouds
503,Polis,CY,35.0367,32.4264,53.42,86,100,10.94,overcast clouds
504,Mount Pleasant,US,32.7941,-79.8626,76.1,66,0,1.99,clear sky
505,Sladkovo,RU,55.5284,70.3385,19.15,85,100,13.65,overcast clouds
506,Turayf,SA,31.6725,38.6637,53.85,54,0,6.91,clear sky
507,Dhanera,IN,24.5167,72.0167,56.59,40,0,1.45,clear sky
508,Viedma,AR,-40.8135,-62.9967,87.91,23,1,13.31,clear sky
509,Sao Filipe,CV,14.8961,-24.4956,74.39,70,0,7.49,clear sky
510,Burnham,US,41.6389,-87.5567,25.02,74,100,8.01,overcast clouds
511,Banda Aceh,ID,5.5577,95.3222,78.51,80,94,1.25,overcast clouds
512,Awjilah,LY,29.1081,21.2869,54.55,57,9,17.94,clear sky
513,Bayangol,RU,50.6977,103.4656,-7.94,96,100,2.82,overcast clouds
514,Santa Barbara,US,34.7333,-120.0343,59.77,47,0,0.0,clear sky
515,Korla,CN,41.7597,86.1469,26.15,49,100,6.35,overcast clouds
516,Lata,PT,40.1629,-8.3327,55.81,90,100,1.86,overcast clouds
517,Mao,ES,39.8885,4.2658,55.96,94,0,8.05,clear sky
518,Nizhneangarsk,RU,55.7833,109.55,-10.16,90,86,3.89,overcast clouds
519,Zhigansk,RU,66.7697,123.3711,-31.5,99,100,2.21,overcast clouds
520,Kitami,JP,43.8031,143.8908,18.12,92,88,4.88,overcast clouds
521,Henties Bay,NA,-22.116,14.2845,69.85,80,0,11.79,clear sky
522,Iquique,CL,-20.2208,-70.1431,72.75,69,11,9.13,few clouds
523,Sola,VU,-13.8833,167.55,75.87,100,100,0.0,overcast clouds
524,Shubarshi,KZ,48.5872,57.1869,23.04,80,100,14.34,overcast clouds
525,Hammerfest,NO,70.6634,23.6821,24.53,68,0,9.22,clear sky
526,Hualmay,PE,-11.0964,-77.6139,76.46,69,22,12.08,few clouds
527,Acari,PE,-15.4311,-74.6158,82.18,53,10,12.88,clear sky
528,Contai,IN,21.7786,87.7536,71.24,80,0,8.9,clear sky
529,Susono,JP,35.2184,138.8817,38.28,68,99,2.04,overcast clouds
530,Platanos,GR,37.6667,21.6167,48.07,64,1,5.12,clear sky
531,Syracuse,IT,37.0881,15.2792,54.99,50,0,12.24,clear sky
532,Ryki,PL,51.6257,21.9327,35.28,50,100,8.61,overcast clouds
533,Yulara,AU,-25.2406,130.9889,62.44,59,81,8.05,broken clouds
534,Nola,IT,40.922,14.5329,51.58,57,15,1.68,few clouds
535,Vanino,RU,49.0869,140.2543,5.11,72,100,7.38,overcast clouds
536,Nyrob,RU,60.733,56.7202,1.85,100,100,1.36,overcast clouds
537,Komarikhinskiy,RU,58.0979,57.1163,25.79,97,100,4.16,overcast clouds
538,Pathein,MM,16.7833,94.7333,64.35,76,7,4.25,clear sky
539,Nioaque,BR,-21.1353,-55.83,86.0,66,94,7.99,overcast clouds
540,Baghdad,IQ,33.3406,44.4009,51.71,54,75,6.91,broken clouds
541,Lang Suan,TH,9.9456,99.0785,77.31,87,25,5.99,scattered clouds
542,Acapulco,MX,16.8634,-99.8901,82.38,55,0,7.67,clear sky
543,Lima,PE,-12.0432,-77.0282,81.9,60,0,7.0,clear sky
544,Makokou,GA,0.5738,12.8642,72.93,86,100,3.33,overcast clouds
545,Coahuayana,MX,18.7333,-103.6833,86.02,29,0,6.93,clear sky
546,Portland,US,45.5234,-122.6762,47.95,91,100,1.01,light intensity drizzle
547,Belaya Gora,RU,68.5333,146.4167,-34.96,100,74,1.36,broken clouds
548,Verkhniy Fiagdon,RU,42.8333,44.3053,21.87,45,100,7.49,overcast clouds
549,Rosetown,CA,51.5501,-108.0014,-7.62,71,96,14.97,overcast clouds
550,Maltahohe,NA,-24.8333,16.9833,73.83,48,38,14.65,scattered clouds
551,Rizhao,CN,35.4275,119.4553,31.93,57,52,4.29,broken clouds
552,Arlit,NE,18.7369,7.3853,63.07,14,0,13.62,clear sky
553,Berdigestyakh,RU,62.0989,126.6992,-21.14,99,99,4.27,overcast clouds
554,Khilok,RU,51.3674,110.4676,-13.14,99,93,2.66,overcast clouds
555,Kaka,TM,37.3482,59.6143,48.6,34,27,8.75,scattered clouds
556,Canutama,BR,-6.5339,-64.3831,81.52,85,78,2.66,broken clouds
557,Matay,EG,28.419,30.7792,55.31,45,9,10.65,clear sky
558,Tecoanapa,MX,16.5167,-98.75,81.12,60,0,10.29,clear sky
559,Beringovskiy,RU,63.05,179.3167,0.57,78,100,21.32,overcast clouds
560,Hervey Bay,AU,-25.2986,152.8535,72.03,96,100,8.99,overcast clouds
561,Mezen,RU,65.8522,44.24,1.06,99,90,2.95,overcast clouds
562,Bhatkal,IN,13.9667,74.5667,73.42,85,29,2.73,scattered clouds
563,Taguatinga,BR,-12.3857,-46.5711,81.19,68,81,3.18,broken clouds
564,Denpasar,ID,-8.65,115.2167,80.26,94,75,6.91,heavy intensity rain
565,Narsaq,GL,60.9167,-46.05,23.22,97,100,8.81,snow
566,Marsa Matruh,EG,31.3525,27.2453,53.8,54,0,21.85,clear sky
567,Viru,PE,-8.4167,-78.75,69.1,51,83,12.86,broken clouds
568,Jaciara,BR,-15.9653,-54.9683,84.56,74,46,5.91,scattered clouds
569,Kamenka,RU,51.3223,42.7678,32.76,100,100,5.66,snow
570,Quang Ngai,VN,15.1167,108.8,69.12,91,100,7.7,overcast clouds
571,Tual,ID,-5.6667,132.75,82.15,77,95,14.56,overcast clouds
572,Phangnga,TH,8.4509,98.5298,77.04,91,34,3.58,scattered clouds
573,Hamilton,US,39.1834,-84.5333,30.83,93,100,1.99,snow
574,Bilibino,RU,68.0546,166.4372,-8.12,63,0,4.61,clear sky
575,Ca Mau,VN,9.1769,105.15,76.82,84,47,10.4,scattered clouds
576,Linxia,CN,35.6003,103.2064,16.36,83,91,3.06,overcast clouds
577,Broome,US,42.2506,-75.833,37.45,78,100,1.99,mist
578,Scottsbluff,US,41.8666,-103.6672,20.79,59,0,0.0,clear sky
579,Parkes,AU,-33.1333,148.1833,59.36,56,0,10.92,clear sky
580,Tarakan,ID,3.3,117.6333,78.3,89,20,3.44,few clouds
581,Carutapera,BR,-1.195,-46.02,79.61,87,100,7.36,overcast clouds
582,Rocha,UY,-34.4833,-54.3333,79.57,71,100,10.87,overcast clouds
583,Zarubino,RU,42.63,131.0922,13.28,62,1,18.12,clear sky
584,Mwingi,KE,-0.9344,38.0601,69.12,70,100,2.59,overcast clouds
585,Letlhakeng,BW,-24.0944,25.0298,71.92,68,92,0.22,light rain
586,Heihe,CN,50.2441,127.4902,-3.42,85,14,10.2,few clouds
587,Cam Ranh,VN,11.9214,109.1591,75.16,78,20,9.22,few clouds
588,Orlik,RU,52.5178,99.825,-14.67,94,100,1.92,overcast clouds
589,Soni,TZ,-4.85,38.3667,65.7,89,100,3.36,overcast clouds
590,Tomatlan,MX,19.9333,-105.25,85.69,30,12,5.86,few clouds
591,Gulu,UG,2.7746,32.299,78.58,37,100,6.29,overcast clouds
592,Ibra,OM,22.6906,58.5334,66.02,40,0,5.66,clear sky
593,Menongue,AO,-14.6585,17.691,63.61,94,100,9.19,moderate rain
594,Mopti,ML,14.6667,-4.0,87.84,18,0,4.61,clear sky
595,Tabou,CI,4.423,-7.3528,80.91,77,5,8.03,clear sky
596,Salinopolis,BR,-0.6136,-47.3561,82.99,71,79,11.97,broken clouds
597,Taos,US,36.4072,-105.5731,22.19,74,0,3.0,clear sky
598,Pahrump,US,36.2083,-115.9839,48.06,21,0,1.99,clear sky
599,Santa Maria,BR,-29.6842,-53.8069,81.7,57,75,17.27,thunderstorm
600,Asyut,EG,27.181,31.1837,59.18,41,1,8.7,clear sky
601,Luwingu,ZM,-10.2621,29.9271,63.18,96,98,5.53,overcast clouds
602,Costinesti,RO,43.95,28.6333,37.02,63,7,17.25,clear sky
603,Sivas,TR,39.7916,37.0019,34.43,80,100,24.16,light snow
604,Moissala,TD,8.3404,17.7663,78.51,15,61,5.5,broken clouds
605,Griffith,US,41.5284,-87.4237,24.89,75,100,7.0,overcast clouds
606,Elizabeth City,US,36.2946,-76.2511,70.05,52,20,14.97,few clouds
607,Gorom-Gorom,BF,14.4439,-0.2361,75.63,10,4,9.48,clear sky
608,Turki,RU,51.987,43.2731,32.22,100,100,4.5,snow
609,Crotone,IT,39.0851,17.1178,44.69,57,3,17.81,clear sky
610,Moerai,PF,-22.4333,-151.3333,78.84,76,20,13.13,few clouds
611,Naryan-Mar,RU,67.6713,53.087,-1.61,100,97,4.5,overcast clouds
612,Shelburne,CA,44.0787,-80.2041,15.13,62,100,14.41,overcast clouds
613,Trairi,BR,-3.2778,-39.2689,83.75,69,100,12.37,overcast clouds
614,Biltine,TD,14.5333,20.9167,70.81,10,5,9.53,clear sky
615,Kathmandu,NP,27.7167,85.3167,48.42,93,75,6.91,moderate rain
616,Peniche,PT,39.3558,-9.3811,58.62,80,97,4.5,overcast clouds
617,Mitchell,US,43.7094,-98.0298,10.11,41,0,7.0,clear sky
618,Opuwo,NA,-18.0607,13.84,72.91,43,16,10.11,few clouds
619,San Juan,AR,-31.5375,-68.5364,89.8,26,2,9.55,clear sky
620,Vestmanna,FO,62.1564,-7.1664,36.52,70,75,25.32,broken clouds
621,Lagoa,PT,39.05,-27.9833,57.54,74,100,13.13,overcast clouds
622,Cerro Cama,PA,9.03,-79.905,93.11,55,80,6.49,broken clouds
623,Vawkavysk,BY,53.1561,24.4513,23.34,98,100,4.92,overcast clouds
624,Tsaratanana,MG,-16.7833,47.65,75.0,87,100,1.59,moderate rain
625,Teguldet,RU,57.3064,88.1667,13.23,95,100,7.16,overcast clouds
626,Sinnamary,GF,5.3833,-52.95,78.8,85,43,11.34,scattered clouds
627,Ipixuna,BR,-1.7625,-48.8043,78.75,82,100,4.76,overcast clouds
628,Yichang,CN,30.7144,111.2847,38.71,57,71,1.61,broken clouds
629,Fairfield,US,41.2668,-73.3162,44.69,96,100,4.61,moderate rain
630,Houston,US,29.7633,-95.3633,41.99,83,100,3.0,overcast clouds
631,Cerkezkoy,TR,41.285,28.0003,42.22,81,75,13.8,broken clouds
632,Wanaka,NZ,-44.7,169.15,52.11,94,100,1.99,light rain
633,North Bend,US,43.4065,-124.2243,48.85,96,0,6.91,clear sky
634,Ha Giang,VN,22.8333,104.9833,52.14,96,66,0.92,broken clouds
635,Manggar,ID,-2.8833,108.2667,77.9,86,28,5.91,scattered clouds
636,Kankan,GN,10.3854,-9.3057,80.67,11,0,3.98,clear sky
637,Martapura,ID,-3.4167,114.85,75.29,100,100,2.3,overcast clouds
638,Rexburg,US,43.826,-111.7897,16.86,67,100,0.0,overcast clouds
639,Baherden,TM,38.4362,57.4316,52.43,28,57,9.42,broken clouds
640,Quatre Cocos,MU,-20.2078,57.7625,80.71,91,100,24.81,moderate rain
641,Sangar,RU,63.9242,127.4739,-24.41,99,100,2.46,overcast clouds
642,Boffa,GN,10.1667,-14.0333,82.51,70,5,8.52,clear sky
643,Troitskoye,RU,52.9821,84.6757,-1.55,100,93,2.82,overcast clouds
644,Necochea,AR,-38.5473,-58.7368,78.04,56,100,14.88,overcast clouds
645,Hapao,PH,16.8797,121.016,62.58,96,9,1.7,clear sky
646,Los Llanos De Aridane,ES,28.6585,-17.9182,67.12,70,20,1.01,few clouds
647,Kisangani,CD,0.5167,25.2,78.69,64,99,4.83,overcast clouds
648,Asau,RO,46.4333,26.4,28.96,79,96,2.59,overcast clouds
649,Tombouctou,ML,20.0,-3.0,70.7,10,0,7.78,clear sky
650,Xichang,CN,27.8964,102.2634,40.53,84,85,0.74,overcast clouds
651,Belogorsk,RU,50.9158,128.4611,-18.47,99,12,5.59,few clouds
652,Otane,NZ,-39.8833,176.6333,67.39,67,0,1.52,clear sky
653,Key West,US,24.5557,-81.7826,84.2,65,0,17.27,clear sky
654,Yiyang,CN,28.5892,112.3283,36.84,87,6,2.51,clear sky
655,Nara,JP,34.6851,135.8049,40.28,62,33,3.22,scattered clouds
656,Fare,PF,-16.7,-151.0167,80.62,73,9,18.05,clear sky
657,Saint Joseph,US,39.7686,-94.8466,17.65,56,0,16.11,clear sky
658,Launceston,AU,-41.45,147.1667,48.79,81,0,11.5,clear sky
659,Gimli,CA,50.6336,-96.9907,-6.88,64,100,12.66,overcast clouds
660,Barbosa Ferraz,BR,-24.03,-52.0117,88.09,85,81,4.88,broken clouds
661,Pervomayskoye,RU,43.919,46.7102,39.79,96,100,5.37,overcast clouds
662,Novosysoyevka,RU,44.235,133.3642,-2.65,100,100,2.21,overcast clouds
663,Canico,PT,32.6333,-16.85,68.0,85,40,1.01,scattered clouds
664,Nybro,SE,56.7446,15.9071,37.02,98,100,7.83,light snow
665,Pisco,PE,-13.7,-76.2167,69.85,78,0,8.05,clear sky
666,Porto Velho,BR,-8.7619,-63.9039,84.25,70,40,6.91,scattered clouds
667,Ballina,AU,-28.8667,153.5667,68.04,82,100,10.36,overcast clouds
668,Chara,RU,56.9064,118.2631,-23.1,90,83,0.51,broken clouds
669,Dvinskoy,RU,62.1535,45.1175,8.89,99,96,2.33,overcast clouds
670,Westport,US,41.1415,-73.3579,45.81,96,100,1.01,light rain
671,Anaconda,US,46.1285,-112.9423,24.96,69,54,5.44,broken clouds
672,Qena,EG,26.1615,32.7183,60.91,27,0,8.48,clear sky
673,Chardara,KZ,41.2547,67.9692,41.49,59,0,7.74,clear sky
674,Kovur,IN,14.4833,79.9833,71.69,80,53,8.66,broken clouds
675,Hauterive,FR,46.0901,3.4459,43.56,84,100,1.21,overcast clouds
676,Mastic Beach,US,40.7668,-72.8521,46.02,96,100,1.01,light rain
677,Kasongo-Lunda,CD,-6.4667,16.8167,71.06,93,100,2.86,moderate rain
678,Kholm,RU,59.2667,32.85,5.07,99,93,1.12,overcast clouds
679,Okhotsk,RU,59.3833,143.3,1.96,76,73,18.07,broken clouds
680,Sinjar,IQ,36.3209,41.8754,48.18,53,97,11.41,overcast clouds
681,Barsovo,RU,61.1667,73.1667,23.13,93,100,13.65,light snow
682,Abeokuta,NG,7.15,3.35,83.75,44,31,6.58,scattered clouds
683,Gavle,SE,60.6745,17.1417,21.76,82,100,5.01,overcast clouds
684,Imeni Poliny Osipenko,RU,52.4201,136.4853,-18.94,100,100,1.36,overcast clouds
685,Oktyabrskoye,RU,43.0645,44.7417,28.54,100,100,2.24,overcast clouds
686,Sandakan,MY,5.8402,118.1179,80.28,78,20,5.99,few clouds
687,Yagodnoye,RU,62.55,149.6667,-12.86,99,100,3.29,overcast clouds
688,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,21.79,74,75,6.71,broken clouds
689,Deep River,CA,46.1001,-77.4995,14.43,72,100,8.95,overcast clouds
690,Mitsamiouli,KM,-11.3847,43.2844,82.69,83,20,5.75,light rain
691,Vydrino,RU,51.485,104.8461,4.03,89,40,2.95,scattered clouds
692,Bocas Del Toro,PA,9.3333,-82.25,91.08,69,0,8.43,clear sky
693,Thinadhoo,MV,0.5333,72.9333,81.7,72,16,4.7,few clouds
694,Christchurch,NZ,-43.5333,172.6333,59.92,92,100,1.01,overcast clouds
695,Seymour,US,38.9592,-85.8903,29.12,92,100,8.01,snow
696,Ginda,IN,30.6945,78.4932,36.37,97,100,2.55,overcast clouds
697,Beachwood,US,41.4645,-81.5087,26.62,93,100,7.0,snow
698,Trincomalee,LK,8.5711,81.2335,77.31,66,0,3.2,clear sky
699,Umm Lajj,SA,25.0213,37.2685,69.89,57,0,3.62,clear sky
700,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,84.22,72,66,5.23,broken clouds
